Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_NONCOMPLIANCE_PRICING,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_OTHER,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,4,0,41,0,466,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,,3,0,5,0,1098,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_CYBER_INCITEMENT,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_CYBER_STALKING,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_OTHER,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_BULLYING_AGAINST_GIRLS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_INCITEMENT_AGAINST_WOMEN,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_OTHER,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_BIOMETRIC_DATA_BREACH,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_DATA_FALSIFICATION,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,9,0,42,0,300,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,28,0,40,0,679,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,KEYWORD_OTHER,Data Subject Rights,5,0,10,0,31,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,KEYWORD_OTHER,Right to Personality,5,0,7,0,571,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_DEFAMATION,,14,0,32,0,992,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_DISCRIMINATION,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,KEYWORD_HATE_SPEECH,,4,0,6,0,1731,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_OTHER,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,1,0,2,0,157,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_DESIGN_INFRINGEMENT,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_PATENT_INFRINGEMENT,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_TRADE_SECRET_INFRINGEMENT,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,4,0,7,0,1523,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_OTHER,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,7,0,90,0,1307,,,,,,,,,,"Notices often relate to a much broader allegation of policy-violating behaviour that is carefully investigated by our Trust & Safety team. Thorough investigations into complex matters can require several weeks, particularly when ongoing monitoring of a situation and/or coordination with the volunteer community is required.",,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_VIOLATION_EU_LAW,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_VIOLATION_NATIONAL_LAW,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_OTHER,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,3,0,4,0,1691,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_UNSAFE_CHALLENGES,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,2025-07-01/2025-12-31,KEYWORD_OTHER,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_ILLEGAL_ORGANIZATIONS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_RISK_PUBLIC_HEALTH,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_TERRORIST_CONTENT,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_OTHER,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_INAUTHENTIC_ACCOUNTS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_INAUTHENTIC_LISTINGS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_INAUTHENTIC_USER_REVIEWS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_PHISHING,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_PYRAMID_SCHEMES,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_OTHER,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_SELF_MUTILATION,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,KEYWORD_SUICIDE,,8,0,12,0,0,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_OTHER,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_PROHIBITED_PRODUCTS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_UNSAFE_PRODUCTS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_OTHER,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_COORDINATED_HARM,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Wikipedia,2025-07-01/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,5,0,11,0,0,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_HUMAN_EXPLOITATION,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_HUMAN_TRAFFICKING,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,KEYWORD_OTHER,,0,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",,YYYY-MM-DD/YYYY-MM-DD,STATEMENT_CATEGORY_NOT_SPECIFIED_NOTICE,,0,0,0,0,,,,,,,,,,,,,,,,
