Category label,Category description,Category of illegal content / incompatible with the terms and conditions,Contextual information
Category 7c,Geographical indications infringements,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,
Category 7d,Patent infringements,KEYWORD_PATENT_INFRINGEMENT,
Category 7e,Trade secret infringements,KEYWORD_TRADE_SECRET_INFRINGEMENT,
Category 7f,Trademark infringements,KEYWORD_TRADEMARK_INFRINGEMENT,
Category 7g,Not captured by any other sub-category,KEYWORD_OTHER,
Category 8,Negative effects on civic discourse or elections,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,
Category 8a,"Misinformation, disinformation, foreign information manipulation and interference",KEYWORD_MISINFORMATION_DISINFORMATION,
Category 8b,Violation of EU law relevant to civic discourse or elections,KEYWORD_VIOLATION_EU_LAW,
Category 8c,Violation of national law relevant to civic discourse or elections,KEYWORD_VIOLATION_NATIONAL_LAW,
Category 8d,Not captured by any other sub-category,KEYWORD_OTHER,
Category 9,Protection of minors,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,
Category 9a,Age-specific restrictions concerning minors,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,
Category 9b,Child sexual abuse material,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,
Category 9c,Child sexual abuse material containing deepfake or similar technology,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,
Category 9d,Grooming/sexual enticement of minors,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,
Category 9e,Unsafe challenges,KEYWORD_UNSAFE_CHALLENGES,
Category 9f,Not captured by any other sub-category,KEYWORD_OTHER,Sexualization of minors. Includes exploitive or sexualizing content or conduct that does not rise to the level of illegality.
Category 9g,Not captured by any other sub-category,KEYWORD_OTHER,"Child nudity. While child nudity is permitted on Flickr provided it is not sexualizing or exploitive in any way (e.g., birthing photos, etc.), it must be non-public."
Category 10,Risk for public security,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,
Category 10a,Illegal organizations,KEYWORD_ILLEGAL_ORGANIZATIONS,
Category 10b,Risk for environmental damage,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,
Category 10c,Risk for public health,KEYWORD_RISK_PUBLIC_HEALTH,
Category 10d,Terrorist content,KEYWORD_TERRORIST_CONTENT,
Category 10e,Not captured by any other sub-category,KEYWORD_OTHER,
Category 11,Scams and/or fraud,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,
Category 11a,Impersonation or account hijacking,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,Compromised accounts. Compromised accounts have visibility restricted pending approval from verified owner
Category 11b,Inauthentic accounts,KEYWORD_INAUTHENTIC_ACCOUNTS,"Risky signup. Flickr automatically prevents the creation of new accounts from users suspected of engaging in prohibited spam or fraud activity, based on rules-based automated evaluation workflows (via third-party Sift)."
Category 11c,Inauthentic listings,KEYWORD_INAUTHENTIC_LISTINGS,
Category 11d,Inauthentic user reviews,KEYWORD_INAUTHENTIC_USER_REVIEWS,
Category 11e,Phishing,KEYWORD_PHISHING,
Category 11f,Pyramid schemes,KEYWORD_PYRAMID_SCHEMES,
Category 11g,Not captured by any other sub-category,KEYWORD_OTHER,"Risky engagement. Flickr closes accounts of users engaging in prohibited spam or fraud activity, based on rules-based automated evaluation workflows (via third-party Sift)."
Category 11h,Not captured by any other sub-category,KEYWORD_OTHER,Spam
Category 12,Self-harm,STATEMENT_CATEGORY_SELF_HARM,
Category 12a,Content promoting eating disorders,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,
Category 12b,Self-mutilation,KEYWORD_SELF_MUTILATION,
Category 12c,Suicide,KEYWORD_SUICIDE,
Category 12d,Not captured by any other sub-category,KEYWORD_OTHER,
Category 13,"Unsafe, non-compliant or prohibited products",STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,
Category 13a,Prohibited or restricted products,KEYWORD_PROHIBITED_PRODUCTS,
Category 13b,Unsafe or non-compliant products,KEYWORD_UNSAFE_PRODUCTS,
Category 13c,Not captured by any other sub-category,KEYWORD_OTHER,
Category 14,Violence,STATEMENT_CATEGORY_VIOLENCE,
Category 14a,Coordinated harm,KEYWORD_COORDINATED_HARM,
Category 14b,General calls or incitement to violence and/or hatred,KEYWORD_INCITEMENT_VIOLENCE_HATRED,
Category 14c,Human exploitation,KEYWORD_HUMAN_EXPLOITATION,
Category 14d,Human trafficking,KEYWORD_HUMAN_TRAFFICKING,
Category 14e,Trafficking in women and girls,KEYWORD_TRAFFICKING_WOMEN_GIRLS,
Category 14f,Not captured by any other sub-category,KEYWORD_OTHER,
Category 15,Other violation of provider’s terms and conditions,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,
Category 15a,Adult sexual material,KEYWORD_ADULT_SEXUAL_MATERIAL,Explicit video. Sexually explicit videos are prohibited.
Category 15b,Age-specific restrictions,KEYWORD_AGE_SPECIFIC_RESTRICTIONS,
Category 15c,Geographical requirements,KEYWORD_GEOGRAPHICAL_REQUIREMENTS,
Category 15d,Goods/services not permitted to be offered on the platform,KEYWORD_GOODS_SERVICES_NOT_PERMITTED,
Category 15e,Language requirements,KEYWORD_LANGUAGE_REQUIREMENTS,
Category 15f,Nudity,KEYWORD_NUDITY,
Category 15g,Not captured by any other sub-category,KEYWORD_OTHER,Improperly moderated. Content that the user has failed to assign the proper safety levels to.
Category 15h,Not captured by any other sub-category,KEYWORD_OTHER,"NSFW on Free Account. Adult themes, including nudity and sexual content, are permitted only on paid subscriber accounts."
Category 15i,Not captured by any other sub-category,KEYWORD_OTHER,Commercial activity. Commercial activities are permitted only on paid subscriber accounts.
Category 15j,Not captured by any other sub-category,KEYWORD_OTHER,Prohibited Conduct
Category 15k,Not captured by any other sub-category,KEYWORD_OTHER,Voyeur/Tribute content
Category 16,Type of illegal content not specified by the public authority,STATEMENT_CATEGORY_NOT_SPECIFIED_ORDER,
Category 17,Type of alleged illegal content not specified by the notifier,STATEMENT_CATEGORY_NOT_SPECIFIED_NOTICE,
