Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_CYBER_STALKING,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_OTHER,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_OTHER,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,890,0,890,0,28,0,,,,,"Category-level median is not reported because the underlying subcategories (RTBF requests, median 1 hour; deletion requests, median 55 hours) have materially different response profiles. Subcategory-level medians are reported individually.",,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_DATA_FALSIFICATION,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,658,0,658,0,1,0,,,,,Global notices received invoking GDPR or CCPA rights.,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_OTHER,Deletion requests,232,0,232,0,55,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,676,0,676,0,21,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_DEFAMATION,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_DISCRIMINATION,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_HATE_SPEECH,,676,0,676,0,21,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_OTHER,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,1260,0,1260,0,8,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,1156,0,1156,0,8,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,104,0,104,0,8,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_OTHER,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_VIOLATION_EU_LAW,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_OTHER,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_OTHER,Sexualization of minors. Includes exploitive or sexualizing content or conduct that does not rise to the level of illegality.,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_OTHER,"Child nudity. While child nudity is permitted on Flickr provided it is not sexualizing or exploitive in any way (e.g., birthing photos, etc.), it must be non-public.",0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,807,0,807,0,21,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,807,0,807,0,21,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_OTHER,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_PHISHING,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_OTHER,"Risky engagement. Flickr closes accounts of users engaging in prohibited spam or fraud activity, based on rules-based automated evaluation workflows (via third-party Sift).",0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_OTHER,Spam,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,270,0,270,0,21,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_SELF_MUTILATION,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_SUICIDE,,270,0,270,0,21,0,,,,,Includes both suicide and self-harm,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_OTHER,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_OTHER,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_COORDINATED_HARM,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,KEYWORD_OTHER,,0,0,0,0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Flickr,2025-01-01/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_NOTICE,,0,0,0,0,0,0,,,,,,,,,,,,,,
