12-month Rolling End Date,Region,PHA Rate
2020-01-07,IN,0.0015656
2020-01-07,JP,1.6799808E-4
2020-01-07,KR,7.146473E-4
2020-01-07,MX,7.933163E-4
2020-01-07,RU,3.3674308E-4
2020-01-07,TR,0.0011699961
2020-01-07,US,8.3010935E-4
2020-01-08,BR,3.0391995E-4
2020-01-08,DE,7.8971486E-4
2020-01-08,ID,0.001737446
2020-01-08,IN,0.0015632351
2020-01-08,JP,1.6719625E-4
2020-01-08,KR,7.132269E-4
2020-01-08,MX,7.906985E-4
2020-01-08,RU,3.347492E-4
2020-01-08,TR,0.0011661167
2020-01-08,US,8.2806346E-4
2020-01-09,BR,3.027429E-4
2020-01-09,DE,7.884117E-4
2020-01-09,ID,0.0017321156
2020-01-09,IN,0.0015607827
2020-01-09,JP,1.6674503E-4
2020-01-09,KR,7.1199966E-4
2020-01-09,MX,7.886729E-4
2020-01-09,RU,3.3314925E-4
2020-01-09,TR,0.0011626417
2020-01-09,US,8.2706916E-4
2020-01-10,BR,3.014469E-4
2020-01-10,DE,7.869621E-4
2020-01-10,ID,0.0017256412
2020-01-10,IN,0.0015572502
2020-01-10,JP,1.6636666E-4
2020-01-10,KR,7.106625E-4
2020-01-10,MX,7.864753E-4
2020-01-10,RU,3.3135785E-4
2020-01-10,TR,0.0011592844
2020-01-10,US,8.2920404E-4
2020-01-11,BR,3.0065948E-4
2020-01-11,DE,7.863353E-4
2020-01-11,ID,0.0017196742
2020-01-11,IN,0.0015548099
2020-01-11,JP,1.6620789E-4
2020-01-11,KR,7.094035E-4
2020-01-11,MX,7.852778E-4
2020-01-11,RU,3.2989596E-4
2020-01-11,TR,0.0011570632
2020-01-11,US,8.289896E-4
2020-01-12,BR,2.9978727E-4
2020-01-12,DE,7.854544E-4
2020-01-12,ID,0.0017134399
2020-01-12,IN,0.0015525161
2020-01-12,JP,1.6593967E-4
2020-01-12,KR,7.084834E-4
2020-01-12,MX,7.8385434E-4
2020-01-12,RU,3.283391E-4
2020-01-12,TR,0.0011547032
2020-01-12,US,8.284289E-4
2020-01-13,BR,2.9861383E-4
2020-01-13,DE,7.8360405E-4
2020-01-13,ID,0.0017065861
2020-01-13,IN,0.0015498272
2020-01-13,JP,1.655316E-4
2020-01-13,KR,7.0705597E-4
2020-01-13,MX,7.814583E-4
2020-01-13,RU,3.2675045E-4
2020-01-13,TR,0.0011515699
2020-01-13,US,8.26512E-4
2020-01-14,BR,2.9690907E-4
2020-01-14,DE,7.813682E-4
2020-01-14,ID,0.0016986047
2020-01-14,IN,0.0015458754
2020-01-14,JP,1.6472576E-4
2020-01-14,KR,7.030406E-4
2020-01-14,MX,7.778072E-4
2020-01-14,RU,3.2499927E-4
2020-01-14,TR,0.0011455822
2020-01-14,US,8.2450156E-4
2020-01-15,BR,2.9462986E-4
2020-01-15,DE,7.787721E-4
2020-01-15,ID,0.0016910719
2020-01-15,IN,0.001541505
2020-01-15,JP,1.6391488E-4
2020-01-15,KR,6.9627323E-4
2020-01-15,MX,7.732404E-4
2020-01-15,RU,3.2323084E-4
2020-01-15,TR,0.0011382318
2020-01-15,US,8.2254503E-4
2020-01-16,BR,2.9257234E-4
2020-01-16,DE,7.765408E-4
2020-01-16,ID,0.0016828594
2020-01-16,IN,0.0015386426
2020-01-16,JP,1.6337326E-4
2020-01-16,KR,6.930539E-4
2020-01-16,MX,7.698289E-4
2020-01-16,RU,3.2145597E-4
2020-01-16,TR,0.0011334938
2020-01-16,US,8.2076556E-4
2020-01-17,BR,2.9104686E-4
2020-01-17,DE,7.751142E-4
2020-01-17,ID,0.0016755611
2020-01-17,IN,0.0015354416
2020-01-17,JP,1.6291397E-4
2020-01-17,KR,6.9111993E-4
2020-01-17,MX,7.672011E-4
2020-01-17,RU,3.1983157E-4
2020-01-17,TR,0.0011298924
2020-01-17,US,8.194282E-4
2020-01-18,BR,2.88092E-4
2020-01-18,DE,7.723648E-4
2020-01-18,ID,0.0016696315
2020-01-18,IN,0.0015314897
2020-01-18,JP,1.6198857E-4
2020-01-18,KR,6.7942194E-4
2020-01-18,MX,7.6135155E-4
2020-01-18,RU,3.1764677E-4
2020-01-18,TR,0.0011204161
2020-01-18,US,8.1790343E-4
2020-01-19,BR,2.8652418E-4
2020-01-19,DE,7.705937E-4
2020-01-19,ID,0.0016628675
2020-01-19,IN,0.0015281709
2020-01-19,JP,1.614099E-4
2020-01-19,KR,6.743261E-4
2020-01-19,MX,7.5804413E-4
2020-01-19,RU,3.157158E-4
2020-01-19,TR,0.0011142779
2020-01-19,US,8.169727E-4
2020-01-20,BR,2.853054E-4
2020-01-20,DE,7.6897006E-4
2020-01-20,ID,0.0016560634
2020-01-20,IN,0.0015260862
2020-01-20,JP,1.6098676E-4
2020-01-20,KR,6.71988E-4
2020-01-20,MX,7.555288E-4
2020-01-20,RU,3.14062E-4
2020-01-20,TR,0.0011099565
2020-01-20,US,8.154027E-4
2020-01-21,BR,2.8306534E-4
2020-01-21,DE,7.680727E-4
2020-01-21,ID,0.0016495629
2020-01-21,IN,0.0015219062
2020-01-21,JP,1.6001437E-4
2020-01-21,KR,6.61543E-4
2020-01-21,MX,7.500057E-4
2020-01-21,RU,3.121069E-4
2020-01-21,TR,0.0010999914
2020-01-21,US,8.1330014E-4
2020-01-22,BR,2.8027297E-4
2020-01-22,DE,7.65309E-4
2020-01-22,ID,0.001642341
2020-01-22,IN,0.0015178245
2020-01-22,JP,1.5862148E-4
2020-01-22,KR,6.471762E-4
2020-01-22,MX,7.436188E-4
2020-01-22,RU,3.0988653E-4
2020-01-22,TR,0.0010877678
2020-01-22,US,8.1098423E-4
2020-01-23,BR,2.7847092E-4
2020-01-23,DE,7.635275E-4
2020-01-23,ID,0.0016350594
2020-01-23,IN,0.0015139148
2020-01-23,JP,1.5779618E-4
2020-01-23,KR,6.4112904E-4
2020-01-23,MX,7.398094E-4
2020-01-23,RU,3.0802583E-4
2020-01-23,TR,0.0010802901
2020-01-23,US,8.0915575E-4
2020-01-24,BR,2.7690377E-4
2020-01-24,DE,7.622933E-4
2020-01-24,ID,0.0016268311
2020-01-24,IN,0.0015222704
2020-01-24,JP,1.5724223E-4
2020-01-24,KR,6.397495E-4
2020-01-24,MX,7.3665736E-4
2020-01-24,RU,3.062097E-4
2020-01-24,TR,0.0010753769
2020-01-24,US,8.0780534E-4
2020-01-25,BR,2.756238E-4
2020-01-25,DE,7.6046656E-4
2020-01-25,ID,0.0016194242
2020-01-25,IN,0.0015200163
2020-01-25,JP,1.566434E-4
2020-01-25,KR,6.386431E-4
2020-01-25,MX,7.340626E-4
2020-01-25,RU,3.0443864E-4
2020-01-25,TR,0.0010716713
2020-01-25,US,8.065902E-4
2020-01-26,BR,2.74679E-4
2020-01-26,DE,7.593362E-4
2020-01-26,ID,0.0016126012
2020-01-26,IN,0.0015177464
2020-01-26,JP,1.5618886E-4
2020-01-26,KR,6.3771213E-4
2020-01-26,MX,7.325327E-4
2020-01-26,RU,3.027527E-4
2020-01-26,TR,0.0010689917
2020-01-26,US,8.059096E-4
2020-01-27,BR,2.7352522E-4
2020-01-27,DE,7.580368E-4
2020-01-27,ID,0.0016059479
2020-01-27,IN,0.0015233211
2020-01-27,JP,1.5559372E-4
2020-01-27,KR,6.3611293E-4
2020-01-27,MX,7.3029374E-4
2020-01-27,RU,3.011509E-4
2020-01-27,TR,0.0010650227
2020-01-27,US,8.0427394E-4
2020-01-28,BR,2.712167E-4
2020-01-28,DE,7.5458974E-4
2020-01-28,ID,0.0015987792
2020-01-28,IN,0.0015199435
2020-01-28,JP,1.5443687E-4
2020-01-28,KR,6.2398764E-4
2020-01-28,MX,7.249388E-4
2020-01-28,RU,2.9917457E-4
2020-01-28,TR,0.0010544852
2020-01-28,US,8.019525E-4
2020-01-29,BR,2.696847E-4
2020-01-29,DE,7.529031E-4
2020-01-29,ID,0.0015923418
2020-01-29,IN,0.0015201367
2020-01-29,JP,1.5384932E-4
2020-01-29,KR,6.205706E-4
2020-01-29,MX,7.2230096E-4
2020-01-29,RU,2.975617E-4
2020-01-29,TR,0.0010491532
2020-01-29,US,8.0076786E-4
2020-01-30,BR,2.677383E-4
2020-01-30,DE,7.506969E-4
2020-01-30,ID,0.00158535
2020-01-30,IN,0.0015172159
2020-01-30,JP,1.5316467E-4
2020-01-30,KR,6.182086E-4
2020-01-30,MX,7.189819E-4
2020-01-30,RU,2.957605E-4
2020-01-30,TR,0.0010436423
2020-01-30,US,7.9886103E-4
2020-01-31,BR,2.6541064E-4
2020-01-31,DE,7.487615E-4
2020-01-31,ID,0.0015787279
2020-01-31,IN,0.0015159294
2020-01-31,JP,1.5246979E-4
2020-01-31,KR,6.166067E-4
2020-01-31,MX,7.1599305E-4
2020-01-31,RU,2.9381312E-4
2020-01-31,TR,0.0010383148
2020-01-31,US,7.97304E-4
2020-02-01,BR,2.6310427E-4
2020-02-01,DE,7.462991E-4
2020-02-01,ID,0.0015727713
2020-02-01,IN,0.0015133015
2020-02-01,JP,1.5147665E-4
2020-02-01,KR,6.0509896E-4
2020-02-01,MX,7.1133603E-4
2020-02-01,RU,2.917314E-4
2020-02-01,TR,0.001028535
2020-02-01,US,7.9623936E-4
2020-02-02,BR,2.618575E-4
2020-02-02,DE,7.4511947E-4
2020-02-02,ID,0.0015667197
2020-02-02,IN,0.0015113406
2020-02-02,JP,1.5104406E-4
2020-02-02,KR,6.0200674E-4
2020-02-02,MX,7.089867E-4
2020-02-02,RU,2.8992258E-4
2020-02-02,TR,0.0010242297
2020-02-02,US,7.954628E-4
2020-02-03,BR,2.6020684E-4
2020-02-03,DE,7.4380374E-4
2020-02-03,ID,0.0015597316
2020-02-03,IN,0.0015113172
2020-02-03,JP,1.5032981E-4
2020-02-03,KR,5.990529E-4
2020-02-03,MX,7.052383E-4
2020-02-03,RU,2.8935794E-4
2020-02-03,TR,0.0010194015
2020-02-03,US,7.925913E-4
2020-02-04,BR,2.57396E-4
2020-02-04,DE,7.392402E-4
2020-02-04,ID,0.0015505481
2020-02-04,IN,0.001506333
2020-02-04,JP,1.4889108E-4
2020-02-04,KR,5.869979E-4
2020-02-04,MX,6.979518E-4
2020-02-04,RU,2.8672672E-4
2020-02-04,TR,0.0010073383
2020-02-04,US,7.891345E-4
2020-02-05,BR,2.557233E-4
2020-02-05,DE,7.370233E-4
2020-02-05,ID,0.0015425768
2020-02-05,IN,0.0015067031
2020-02-05,JP,1.4819959E-4
2020-02-05,KR,5.8138464E-4
2020-02-05,MX,6.981719E-4
2020-02-05,RU,2.847578E-4
2020-02-05,TR,0.0010013352
2020-02-05,US,7.873037E-4
2020-02-06,BR,2.5430738E-4
2020-02-06,DE,7.3473016E-4
2020-02-06,ID,0.001534498
2020-02-06,IN,0.0015177447
2020-02-06,JP,1.4762598E-4
2020-02-06,KR,5.7774404E-4
2020-02-06,MX,6.950513E-4
2020-02-06,RU,2.8277258E-4
2020-02-06,TR,9.966296E-4
2020-02-06,US,7.8545464E-4
2020-02-07,BR,2.5329422E-4
2020-02-07,DE,7.3345605E-4
2020-02-07,ID,0.0015272206
2020-02-07,IN,0.0015146422
2020-02-07,JP,1.4722456E-4
2020-02-07,KR,5.755065E-4
2020-02-07,MX,6.931157E-4
2020-02-07,RU,2.8101896E-4
2020-02-07,TR,9.935063E-4
2020-02-07,US,7.8447233E-4
2020-02-08,BR,2.5253248E-4
2020-02-08,DE,7.32842E-4
2020-02-08,ID,0.001521064
2020-02-08,IN,0.0015123774
2020-02-08,JP,1.4705659E-4
2020-02-08,KR,5.7459E-4
2020-02-08,MX,6.9191377E-4
2020-02-08,RU,2.794904E-4
2020-02-08,TR,9.913112E-4
2020-02-08,US,7.8400737E-4
2020-02-09,BR,2.5167334E-4
2020-02-09,DE,7.3212816E-4
2020-02-09,ID,0.0015149554
2020-02-09,IN,0.0015102567
2020-02-09,JP,1.4684106E-4
2020-02-09,KR,5.7372975E-4
2020-02-09,MX,6.905711E-4
2020-02-09,RU,2.779134E-4
2020-02-09,TR,9.888407E-4
2020-02-09,US,7.8336266E-4
2020-02-10,BR,2.504813E-4
2020-02-10,DE,7.3066354E-4
2020-02-10,ID,0.0015087038
2020-02-10,IN,0.001507987
2020-02-10,JP,1.4643282E-4
2020-02-10,KR,5.7216815E-4
2020-02-10,MX,6.8833545E-4
2020-02-10,RU,2.7631526E-4
2020-02-10,TR,9.855381E-4
2020-02-10,US,7.8166346E-4
2020-02-11,BR,2.4907853E-4
2020-02-11,DE,7.2840904E-4
2020-02-11,ID,0.001502184
2020-02-11,IN,0.0015073508
2020-02-11,JP,1.458905E-4
2020-02-11,KR,5.70196E-4
2020-02-11,MX,6.8575126E-4
2020-02-11,RU,2.7449962E-4
2020-02-11,TR,9.811186E-4
2020-02-11,US,7.7984616E-4
2020-02-12,BR,2.482498E-4
2020-02-12,DE,7.2774565E-4
2020-02-12,ID,0.0015024994
2020-02-12,IN,0.0015050059
2020-02-12,JP,1.4598029E-4
2020-02-12,KR,5.689041E-4
2020-02-12,MX,6.8401266E-4
2020-02-12,RU,3.3669634E-4
2020-02-12,TR,9.787887E-4
2020-02-12,US,7.798762E-4
2020-02-13,BR,2.4745337E-4
2020-02-13,DE,7.265454E-4
2020-02-13,ID,0.0014962385
2020-02-13,IN,0.0015024061
2020-02-13,JP,1.4558242E-4
2020-02-13,KR,5.669317E-4
2020-02-13,MX,6.821349E-4
2020-02-13,RU,3.3532438E-4
2020-02-13,TR,9.7627117E-4
2020-02-13,US,7.7892776E-4
2020-02-14,BR,2.458281E-4
2020-02-14,DE,7.2450395E-4
2020-02-14,ID,0.0014960782
2020-02-14,IN,0.001498845
2020-02-14,JP,1.4504697E-4
2020-02-14,KR,5.547668E-4
2020-02-14,MX,6.7704957E-4
2020-02-14,RU,3.9344217E-4
2020-02-14,TR,9.666298E-4
2020-02-14,US,7.787514E-4
2020-02-15,BR,2.445831E-4
2020-02-15,DE,7.230709E-4
2020-02-15,ID,0.0014889822
2020-02-15,IN,0.0014956129
2020-02-15,JP,1.4460093E-4
2020-02-15,KR,5.5166706E-4
2020-02-15,MX,6.7442824E-4
2020-02-15,RU,3.914422E-4
2020-02-15,TR,9.6156594E-4
2020-02-15,US,7.7809626E-4
2020-02-16,BR,2.4361038E-4
2020-02-16,DE,7.2231743E-4
2020-02-16,ID,0.001482604
2020-02-16,IN,0.0014931695
2020-02-16,JP,1.4441597E-4
2020-02-16,KR,5.5049383E-4
2020-02-16,MX,6.7280506E-4
2020-02-16,RU,3.8972884E-4
2020-02-16,TR,9.58643E-4
2020-02-16,US,7.7775045E-4
2020-02-17,BR,2.4252576E-4
2020-02-17,DE,7.2136545E-4
2020-02-17,ID,0.0014763938
2020-02-17,IN,0.0014906615
2020-02-17,JP,1.4408995E-4
2020-02-17,KR,5.490743E-4
2020-02-17,MX,6.708918E-4
2020-02-17,RU,3.8814606E-4
2020-02-17,TR,9.560044E-4
2020-02-17,US,7.7677326E-4
2020-02-18,BR,2.4051355E-4
2020-02-18,DE,7.191174E-4
2020-02-18,ID,0.0014690331
2020-02-18,IN,0.0014882273
2020-02-18,JP,1.4364753E-4
2020-02-18,KR,5.396558E-4
2020-02-18,MX,6.6501007E-4
2020-02-18,RU,3.857314E-4
2020-02-18,TR,9.475731E-4
2020-02-18,US,7.7499234E-4
2020-02-19,BR,2.4110748E-4
2020-02-19,DE,7.185978E-4
2020-02-19,ID,0.0014633605
2020-02-19,IN,0.0015027749
2020-02-19,JP,1.4270285E-4
2020-02-19,KR,5.2662584E-4
2020-02-19,MX,6.644504E-4
2020-02-19,RU,3.835458E-4
2020-02-19,TR,9.37589E-4
2020-02-19,US,7.7445817E-4
2020-02-20,BR,2.389291E-4
2020-02-20,DE,7.159503E-4
2020-02-20,ID,0.0014566799
2020-02-20,IN,0.0014984442
2020-02-20,JP,1.4161052E-4
2020-02-20,KR,5.1395944E-4
2020-02-20,MX,6.582247E-4
2020-02-20,RU,3.8118873E-4
2020-02-20,TR,9.2725886E-4
2020-02-20,US,7.728563E-4
2020-02-21,BR,2.3625414E-4
2020-02-21,DE,7.1213813E-4
2020-02-21,ID,0.0014490633
2020-02-21,IN,0.0014935451
2020-02-21,JP,1.3997362E-4
2020-02-21,KR,4.9962354E-4
2020-02-21,MX,6.4943923E-4
2020-02-21,RU,3.786317E-4
2020-02-21,TR,9.1514725E-4
2020-02-21,US,7.706748E-4
2020-02-22,BR,2.3463398E-4
2020-02-22,DE,7.1006233E-4
2020-02-22,ID,0.0014417513
2020-02-22,IN,0.0014900856
2020-02-22,JP,1.3922414E-4
2020-02-22,KR,4.9276784E-4
2020-02-22,MX,6.4404175E-4
2020-02-22,RU,3.7660744E-4
2020-02-22,TR,9.0773724E-4
2020-02-22,US,7.6990185E-4
2020-02-23,BR,2.3358458E-4
2020-02-23,DE,7.089938E-4
2020-02-23,ID,0.0014359216
2020-02-23,IN,0.0014876828
2020-02-23,JP,1.3891389E-4
2020-02-23,KR,4.906105E-4
2020-02-23,MX,6.4163585E-4
2020-02-23,RU,3.7504965E-4
2020-02-23,TR,9.0405793E-4
2020-02-23,US,7.693708E-4
2020-02-24,BR,2.3255049E-4
2020-02-24,DE,7.075224E-4
2020-02-24,ID,0.0014304301
2020-02-24,IN,0.0014866295
2020-02-24,JP,1.3855594E-4
2020-02-24,KR,4.886855E-4
2020-02-24,MX,6.391506E-4
2020-02-24,RU,3.7363276E-4
2020-02-24,TR,9.0095075E-4
2020-02-24,US,7.677942E-4
2020-02-25,BR,2.3174452E-4
2020-02-25,DE,7.054325E-4
2020-02-25,ID,0.0014236677
2020-02-25,IN,0.0014834924
2020-02-25,JP,1.3807783E-4
2020-02-25,KR,4.8687606E-4
2020-02-25,MX,6.3667406E-4
2020-02-25,RU,3.7225222E-4
2020-02-25,TR,8.9764403E-4
2020-02-25,US,7.551081E-4
2020-02-26,BR,2.2980584E-4
2020-02-26,DE,7.026456E-4
2020-02-26,ID,0.001419457
2020-02-26,IN,0.00148695
2020-02-26,JP,1.3730716E-4
2020-02-26,KR,4.7639912E-4
2020-02-26,MX,6.3191104E-4
2020-02-26,RU,3.705896E-4
2020-02-26,TR,8.897563E-4
2020-02-26,US,7.4357516E-4
2020-02-27,BR,2.27135E-4
2020-02-27,DE,6.991457E-4
2020-02-27,ID,0.0014127163
2020-02-27,IN,0.0014830743
2020-02-27,JP,1.3616534E-4
2020-02-27,KR,4.6276004E-4
2020-02-27,MX,6.261272E-4
2020-02-27,RU,3.685059E-4
2020-02-27,TR,8.792467E-4
2020-02-27,US,7.402876E-4
2020-02-28,BR,2.2569104E-4
2020-02-28,DE,6.974671E-4
2020-02-28,ID,0.0014067717
2020-02-28,IN,0.001480319
2020-02-28,JP,1.3553727E-4
2020-02-28,KR,4.5451932E-4
2020-02-28,MX,6.232452E-4
2020-02-28,RU,3.6686778E-4
2020-02-28,TR,8.7278377E-4
2020-02-28,US,7.388033E-4
2020-02-29,BR,2.2436192E-4
2020-02-29,DE,6.966819E-4
2020-02-29,ID,0.0014023926
2020-02-29,IN,0.0014781709
2020-02-29,JP,1.349683E-4
2020-02-29,KR,4.4451578E-4
2020-02-29,MX,6.199295E-4
2020-02-29,RU,3.6570049E-4
2020-02-29,TR,8.6557854E-4
2020-02-29,US,7.384079E-4
2020-03-01,BR,2.2347618E-4
2020-03-01,DE,6.96111E-4
2020-03-01,ID,0.0013987389
2020-03-01,IN,0.0014887323
2020-03-01,JP,1.3481562E-4
2020-03-01,KR,4.416368E-4
2020-03-01,MX,6.1843835E-4
2020-03-01,RU,3.6485383E-4
2020-03-01,TR,8.623566E-4
2020-03-01,US,7.380625E-4
2020-03-02,BR,2.2305697E-4
2020-03-02,DE,6.950664E-4
2020-03-02,ID,0.0013943485
2020-03-02,IN,0.0014875
2020-03-02,JP,1.3495635E-4
2020-03-02,KR,4.4004287E-4
2020-03-02,MX,6.1726745E-4
2020-03-02,RU,3.6492225E-4
2020-03-02,TR,8.6027774E-4
2020-03-02,US,7.376019E-4
2020-03-03,BR,2.2212196E-4
2020-03-03,DE,6.931903E-4
2020-03-03,ID,0.0013884337
2020-03-03,IN,0.0014871199
2020-03-03,JP,1.3441354E-4
2020-03-03,KR,4.3817863E-4
2020-03-03,MX,6.150256E-4
2020-03-03,RU,3.6360076E-4
2020-03-03,TR,8.570313E-4
2020-03-03,US,7.357781E-4
2020-03-04,BR,2.205676E-4
2020-03-04,DE,6.9096306E-4
2020-03-04,ID,0.0013828025
2020-03-04,IN,0.0014847602
2020-03-04,JP,1.3378316E-4
2020-03-04,KR,4.276545E-4
2020-03-04,MX,6.106531E-4
2020-03-04,RU,3.6429628E-4
2020-03-04,TR,8.496249E-4
2020-03-04,US,7.349294E-4
2020-03-05,BR,2.2997805E-4
2020-03-05,DE,7.001779E-4
2020-03-05,ID,0.0013886638
2020-03-05,IN,0.0015017553
2020-03-05,JP,1.3709933E-4
2020-03-05,KR,4.5303095E-4
2020-03-05,MX,6.1565393E-4
2020-03-05,RU,3.766169E-4
2020-03-05,TR,8.491425E-4
2020-03-05,US,7.413362E-4
2020-03-06,BR,2.2998225E-4
2020-03-06,DE,7.009664E-4
2020-03-06,ID,0.001382902
2020-03-06,IN,0.0014998507
2020-03-06,JP,1.3811237E-4
2020-03-06,KR,4.6796742E-4
2020-03-06,MX,6.1480555E-4
2020-03-06,RU,3.7666308E-4
2020-03-06,TR,8.459567E-4
2020-03-06,US,7.413744E-4
2020-03-07,BR,2.2931152E-4
2020-03-07,DE,6.989566E-4
2020-03-07,ID,0.0013762929
2020-03-07,IN,0.0014981201
2020-03-07,JP,1.371603E-4
2020-03-07,KR,4.7347773E-4
2020-03-07,MX,6.1289093E-4
2020-03-07,RU,3.7528883E-4
2020-03-07,TR,8.4295473E-4
2020-03-07,US,7.401117E-4
2020-03-08,BR,2.2861555E-4
2020-03-08,DE,6.9671863E-4
2020-03-08,ID,0.0013709886
2020-03-08,IN,0.0014965767
2020-03-08,JP,1.3566017E-4
2020-03-08,KR,4.7631774E-4
2020-03-08,MX,6.1143306E-4
2020-03-08,RU,3.7390666E-4
2020-03-08,TR,8.401997E-4
2020-03-08,US,7.389328E-4
2020-03-09,BR,2.2805126E-4
2020-03-09,DE,6.943206E-4
2020-03-09,ID,0.0013647513
2020-03-09,IN,0.0014956058
2020-03-09,JP,1.346498E-4
2020-03-09,KR,4.7825975E-4
2020-03-09,MX,6.093078E-4
2020-03-09,RU,3.724942E-4
2020-03-09,TR,8.3771057E-4
2020-03-09,US,7.3702703E-4
2020-03-10,BR,2.2595157E-4
2020-03-10,DE,6.9039053E-4
2020-03-10,ID,0.0013566944
2020-03-10,IN,0.0014913306
2020-03-10,JP,1.333998E-4
2020-03-10,KR,4.6935416E-4
2020-03-10,MX,6.035872E-4
2020-03-10,RU,3.706035E-4
2020-03-10,TR,8.284576E-4
2020-03-10,US,7.345347E-4
2020-03-11,BR,2.2521004E-4
2020-03-11,DE,6.8808947E-4
2020-03-11,ID,0.0013498834
2020-03-11,IN,0.0014925239
2020-03-11,JP,1.3226547E-4
2020-03-11,KR,4.5838612E-4
2020-03-11,MX,5.99131E-4
2020-03-11,RU,3.6914164E-4
2020-03-11,TR,8.1930455E-4
2020-03-11,US,7.339097E-4
2020-03-12,BR,2.2448391E-4
2020-03-12,DE,6.862223E-4
2020-03-12,ID,0.0013465638
2020-03-12,IN,0.0014963702
2020-03-12,JP,1.3165205E-4
2020-03-12,KR,4.562149E-4
2020-03-12,MX,5.978955E-4
2020-03-12,RU,3.6819797E-4
2020-03-12,TR,8.1500213E-4
2020-03-12,US,7.330221E-4
2020-03-13,BR,2.2302826E-4
2020-03-13,DE,6.84211E-4
2020-03-13,ID,0.0013405785
2020-03-13,IN,0.0014940343
2020-03-13,JP,1.3078749E-4
2020-03-13,KR,4.463945E-4
2020-03-13,MX,5.932986E-4
2020-03-13,RU,3.6692122E-4
2020-03-13,TR,8.0676115E-4
2020-03-13,US,7.322597E-4
2020-03-14,BR,2.2212823E-4
2020-03-14,DE,6.832771E-4
2020-03-14,ID,0.0013354952
2020-03-14,IN,0.0014930019
2020-03-14,JP,1.3014112E-4
2020-03-14,KR,4.4274158E-4
2020-03-14,MX,5.9093954E-4
2020-03-14,RU,3.6589953E-4
2020-03-14,TR,8.02333E-4
2020-03-14,US,7.3189894E-4
2020-03-15,BR,2.215555E-4
2020-03-15,DE,6.8243995E-4
2020-03-15,ID,0.001330806
2020-03-15,IN,0.0014915605
2020-03-15,JP,1.295388E-4
2020-03-15,KR,4.4188573E-4
2020-03-15,MX,5.8957445E-4
2020-03-15,RU,3.648215E-4
2020-03-15,TR,7.998646E-4
2020-03-15,US,7.314332E-4
2020-03-16,BR,2.215685E-4
2020-03-16,DE,6.81442E-4
2020-03-16,ID,0.001329389
2020-03-16,IN,0.0014933283
2020-03-16,JP,1.2918314E-4
2020-03-16,KR,4.412527E-4
2020-03-16,MX,5.879082E-4
2020-03-16,RU,3.6374194E-4
2020-03-16,TR,7.973676E-4
2020-03-16,US,7.304503E-4
2020-03-17,BR,2.205144E-4
2020-03-17,DE,6.789385E-4
2020-03-17,ID,0.0013219508
2020-03-17,IN,0.0014986346
2020-03-17,JP,1.2823433E-4
2020-03-17,KR,4.385772E-4
2020-03-17,MX,5.851164E-4
2020-03-17,RU,3.6238224E-4
2020-03-17,TR,7.934477E-4
2020-03-17,US,7.2811637E-4
2020-03-18,BR,2.191602E-4
2020-03-18,DE,6.759072E-4
2020-03-18,ID,0.0013160176
2020-03-18,IN,0.0015017597
