Kategorie 3f,"Nicht einvernehmliche Weitergabe von Material, in dem Merkmale eines Dritten mit Deepfake- oder ähnlicher Technik bearbeitet wurden (ausgenommen Inhalte, die Minderjährige darstellen)",KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,
Kategorie 3g,Nicht von einer anderen Unterkategorie erfasst,KEYWORD_OTHER,
Kategorie 4,Cybergewalt gegen Frauen,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,
Kategorie 4a,Mobbing und Einschüchterung von Mädchen im Internet,KEYWORD_BULLYING_AGAINST_GIRLS,
Kategorie 4b,Cybermobbing gegen Frauen,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,
Kategorie 4c,Cyberstalking gegen Frauen,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,
Kategorie 4d,Geschlechtsspezifische Desinformation,KEYWORD_FEMALE_GENDERED_DISINFORMATION,
Kategorie 4e,Rechtswidrige Aufstachelung zu Gewalt und Hass gegen Frauen,KEYWORD_INCITEMENT_AGAINST_WOMEN,
Kategorie 4f,"Nicht einvernehmliche Weitergabe von (intimem) Material zum Nachteil von Frauen, einschließlich (bildlicher Darstellung) sexuellen Missbrauchs von Frauen (ausgenommen Inhalte, die Minderjährige darstellen)",KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,
Kategorie 4g,"Nicht einvernehmliche Weitergabe von Material, in dem Merkmale eines Dritten mit Deepfake- oder ähnlicher Technik bearbeitet wurden, zum Nachteil von Frauen (ausgenommen Inhalte, die Minderjährige darstellen)",KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,
Kategorie 4h,Nicht von einer anderen Unterkategorie erfasst,KEYWORD_OTHER,
Kategorie 5,Verletzungen des Datenschutzes und der Privatsphäre,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,
Kategorie 5a,Verletzung des Schutzes biometrischer Daten,KEYWORD_BIOMETRIC_DATA_BREACH,
Kategorie 5b,Fälschung von Daten,KEYWORD_DATA_FALSIFICATION,
Kategorie 5c,Fehlende Grundlage für die Datenverarbeitung,KEYWORD_MISSING_PROCESSING_GROUND,
Kategorie 5d,Recht auf Vergessenwerden,KEYWORD_RIGHT_TO_BE_FORGOTTEN,
Kategorie 5e,Nicht von einer anderen Unterkategorie erfasst,KEYWORD_OTHER,
Kategorie 6,Rechtswidrige Äußerungen oder verletzende Sprache,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,
Kategorie 6a,Verleumdung,KEYWORD_DEFAMATION,
Kategorie 6b,Diskriminierung,KEYWORD_DISCRIMINATION,
Kategorie 6c,Rechtswidrige Aufstachelung zu Gewalt und Hass auf der Grundlage geschützter Merkmale (Hassrede),KEYWORD_HATE_SPEECH,
Kategorie 6d,Nicht von einer anderen Unterkategorie erfasst,KEYWORD_OTHER,
Kategorie 7,Verletzungen geistigen Eigentums,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,
Kategorie 7a,Verletzungen von Urheberrechten,KEYWORD_COPYRIGHT_INFRINGEMENT,
Kategorie 7b,Verletzungen von Musterrechten,KEYWORD_DESIGN_INFRINGEMENT,
Kategorie 7c,Verletzungen geografischer Angaben,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,
Kategorie 7d,Patentverletzungen,KEYWORD_PATENT_INFRINGEMENT,
Kategorie 7e,Verletzungen des Geschäftsgeheimnisses,KEYWORD_TRADE_SECRET_INFRINGEMENT,
Kategorie 7f,Verletzungen von Markenrechten,KEYWORD_TRADEMARK_INFRINGEMENT,
Kategorie 7g,Nicht von einer anderen Unterkategorie erfasst,KEYWORD_OTHER,
Kategorie 8,Negative Auswirkungen auf den gesellschaftlichen Diskurs oder auf Wahlen,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,
Kategorie 8a,"Falschinformation, Desinformation sowie Informationsmanipulation und Einflussnahme aus dem Ausland",KEYWORD_MISINFORMATION_DISINFORMATION,
Kategorie 8b,Verstoß gegen EU-Recht in Bezug auf den gesellschaftlichen Diskurs oder auf Wahlen,KEYWORD_VIOLATION_EU_LAW,
Kategorie 8c,Verstoß gegen nationales Recht in Bezug auf den gesellschaftlichen Diskurs oder auf Wahlen,KEYWORD_VIOLATION_NATIONAL_LAW,
Kategorie 8d,Nicht von einer anderen Unterkategorie erfasst,KEYWORD_OTHER,
Kategorie 9,Kinder- und Jugendschutz,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,
Kategorie 9a,Altersspezifische Einschränkungen für Minderjährige,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,
Kategorie 9b,Darstellungen von sexuellem Missbrauch von Kindern,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,
Kategorie 9c,"Darstellungen von sexuellem Missbrauch von Kindern, die mit Deepfake- oder ähnlicher Technik bearbeitet wurden",KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,
Kategorie 9d,Grooming/sexuelle Anbahnung bei Minderjährigen,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,
Kategorie 9e,Gefährliche „Challenges“,KEYWORD_UNSAFE_CHALLENGES,
Kategorie 9f,Nicht von einer anderen Unterkategorie erfasst,KEYWORD_OTHER,
Kategorie 10,Gefahr für die öffentliche Sicherheit,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,
Kategorie 10a,Rechtswidrige Vereinigungen,KEYWORD_ILLEGAL_ORGANIZATIONS,
Kategorie 10b,Gefahr von Umweltschäden,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,
Kategorie 10c,Gefahr für die öffentliche Gesundheit,KEYWORD_RISK_PUBLIC_HEALTH,
Kategorie 10d,Terroristische Inhalte,KEYWORD_TERRORIST_CONTENT,
Kategorie 10e,Nicht von einer anderen Unterkategorie erfasst,KEYWORD_OTHER,
Kategorie 11,Täuschung und/oder Betrug,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,
Kategorie 11a,Identitätsbetrug oder missbräuchliche Kontoübernahme,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,
Kategorie 11b,Unechte Konten,KEYWORD_INAUTHENTIC_ACCOUNTS,
Kategorie 11c,Unechte Listeneinträge,KEYWORD_INAUTHENTIC_LISTINGS,
Kategorie 11d,Unechte Nutzerbewertungen,KEYWORD_INAUTHENTIC_USER_REVIEWS,
Kategorie 11e,Phishing,KEYWORD_PHISHING,
Kategorie 11f,Schneeballsysteme,KEYWORD_PYRAMID_SCHEMES,
Kategorie 11g,Nicht von einer anderen Unterkategorie erfasst,KEYWORD_OTHER,
Kategorie 12,Selbstverletzung,STATEMENT_CATEGORY_SELF_HARM,
Kategorie 12a,"Inhalte, die Essstörungen fördern",KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,
Kategorie 12b,Selbstverstümmelung,KEYWORD_SELF_MUTILATION,
Kategorie 12c,Suizid,KEYWORD_SUICIDE,
Kategorie 12d,Nicht von einer anderen Unterkategorie erfasst,KEYWORD_OTHER,
Kategorie 13,"Unsichere, nichtkonforme oder verbotene Produkte",STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,
Kategorie 13a,Verbotene oder beschränkte Produkte,KEYWORD_PROHIBITED_PRODUCTS,
Kategorie 13b,Unsichere oder nichtkonforme Produkte,KEYWORD_UNSAFE_PRODUCTS,
Kategorie 13c,Nicht von einer anderen Unterkategorie erfasst,KEYWORD_OTHER,
Kategorie 14,Gewalt,STATEMENT_CATEGORY_VIOLENCE,
Kategorie 14a,Verabredung zur Gewalt,KEYWORD_COORDINATED_HARM,
Kategorie 14b,Allgemeine Aufrufe oder Aufstachelung zu Gewalt und/oder Hass,KEYWORD_INCITEMENT_VIOLENCE_HATRED,
Kategorie 14c,Ausbeutung von Menschen,KEYWORD_HUMAN_EXPLOITATION,
Kategorie 14d,Menschenhandel,KEYWORD_HUMAN_TRAFFICKING,
Kategorie 14e,Frauen- und Mädchenhandel,KEYWORD_TRAFFICKING_WOMEN_GIRLS,
Kategorie 14f,Nicht von einer anderen Unterkategorie erfasst,KEYWORD_OTHER,
Kategorie 15,Sonstiger Verstoß gegen die Geschäftsbedingungen des Anbieters,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,
Kategorie 15a,Darstellungen sexueller Art für Erwachsene,KEYWORD_ADULT_SEXUAL_MATERIAL,
Kategorie 15b,Altersspezifische Einschränkungen,KEYWORD_AGE_SPECIFIC_RESTRICTIONS,
Kategorie 15c,Geografische Anforderungen,KEYWORD_GEOGRAPHICAL_REQUIREMENTS,
Kategorie 15d,"Waren/Dienstleistungen, die nicht auf der Plattform angeboten werden dürfen",KEYWORD_GOODS_SERVICES_NOT_PERMITTED,
Kategorie 15e,Verstoß gegen sprachliche Vorgaben,KEYWORD_LANGUAGE_REQUIREMENTS,
Kategorie 15f,Nacktdarstellung,KEYWORD_NUDITY,
Kategorie 15g,Nicht von einer anderen Unterkategorie erfasst,KEYWORD_OTHER,
Kategorie 16,"Art der rechtswidrigen Inhalte, die von der Behörde nicht näher bestimmt wurden",STATEMENT_CATEGORY_NOT_SPECIFIED_ORDER,
Kategorie 17,"Art der mutmaßlich rechtswidrigen Inhalte, die von der meldenden Person oder Stelle nicht näher bestimmt wurden",STATEMENT_CATEGORY_NOT_SPECIFIED_NOTICE,
